[2026-08-04T00:49:39] scan started
[scan.sh] Python: Python 3.11.9
[scan.sh] PYTHONIOENCODING=utf-8
=== skill-updater · V1.0 ===
扫描根: /c/Users/li/.claude
格式: all
网络: 关闭
README: 跳过
==============================================================================================================
  skill-updater · 扫描报告 · 2026-08-04 00:49:52
==============================================================================================================
扫描到 SKILL: 2062
🟢 跳过: 0   🟡 推荐 review: 16   🔴 必读告警: 0   🟣 本地定制: 2046
--------------------------------------------------------------------------------------------------------------
状态   skill 名                        本地 ver     上游 HEAD    upstream license   备注
🟣    sk-conversion-loop             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sk-mvp-design                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sk-niche-positioning           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sk-orchestration               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sk-resource-inventory          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sk-review                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sk-value-proposition           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    opc-mvp-designer               V1.0       -          -                  本地定制（source type=unparseable，无上游比对）
🟣    opc-niche-positioning          V1.0       -          -                  本地定制（source type=unparseable，无上游比对）
🟣    opc-resource-audit             V1.0       -          -                  本地定制（source type=unparseable，无上游比对）
🟣    opc-value-proposition          V1.0       -          -                  本地定制（source type=unparseable，无上游比对）
🟣    openai-whisper                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openbb-skill                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    myclaw-backup                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openhands                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openmythos-reasoning           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openspace-community-bridge     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openspace-evolution-orchestra  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openspace-fix-repair           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openspace-metric-monitor       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openspace-skill-evolver        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openspace-token-optimizer      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openviking                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    options-strategy-advisor       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    organizational-mirroring       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    outputquality-contract         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    overseas-pricing-strategy      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-cost-control         1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-goal                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-governance           1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-heartbeat            1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-org                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-shared               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    paperclip-ticket               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    pdf-pdf                        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    peer-learning-simulation       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    peers-advisory-group           1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    penpot-design-system-sync      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    penpot-plugin-development      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    pitch-deck                     1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    pixelle-video                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    planning-with-files            1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    playwright-skill-playwright    1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    pmp-dev-process                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    podcast-generation             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    pomodoro-timer                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    portrait-editorial-style       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    position-sizer-pro             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    pptx-ppt                       1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    privacy-filter                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    product-manager-toolkit        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    product-strategist             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    professional-photography-prom  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    project-guidelines-skill-exam  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    project-learner                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    project-management             1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    prompt-master                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    prove-it-skill                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    proxy-spoofing-suite           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    psychology-master              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    public-apis-integration        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    08publisher-08                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    python-patterns                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    qiaomu-mondo-poster-design     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    qiushi-methodology             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    chijiujizhan                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    diaoyan-yanjiu                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    jizhong-bingli                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    maodun-fenxi                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    piping-ziwo                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    qunzhong-luxian                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shijian-renshi                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shijiuqishi                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tongchou-jianbei               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    xinghuo-liaoyuan               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    qms-audit-expert               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    qq-operations                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quadrants                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quality-documentation-manager  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quality-manager-qmr            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quality-manager-qms-iso13485   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quality-ratchet                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quiz-generator                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    quota-tracker                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    radix-accessibility            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rag-anything                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rag-anything-core              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rag-anything-knowledge-graph   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rag-anything-mineru            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rag-anything-multimodal        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rationalizations-skill         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rdt-aware-prompt-design        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    react-ui-patterns-reactui      1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    react-useeffect                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    recaptcha-bypass               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    redbox-media-library           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    redbox-redclaw                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    redbox-subject-library         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    redbox-wander                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    regulatory-affairs-head        -          -          -                  本地定制（source type=missing，无上游比对）
🟡    remotion-best-practices        4.0.3      -          -                  上游 fetch 状态：skipped
🟣    remove-model-cliche            1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    requesthunt                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    reverse-engineering-tools      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rhythm-orchestration           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    risk-management-specialist     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    role-play-prompts              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rss-aggregator                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rss-feed-manager               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rtk-token-killer               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rtk-token-saver                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    saas-quick-builder             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    saleor-ecommerce-patterns      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    scar-memory                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    scrapy-anti-ban                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    scrapy-data-pipeline           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    scrapy-spider-developer        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    screenwriting                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    07scribe-07                    1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    scrum-master                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sdk-generator                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    search-first                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    security-scan                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seedance-prompt-en             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seedance-prompt-zh             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    Self-Improving Agent (With Se  1.2.9      -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-architect               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-backend                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-computer-vision         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-data-engineer           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-data-scientist          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-devops                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-frontend                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-fullstack               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-ml-engineer             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-pm                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-prompt-engineer         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-qa                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-secops                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    senior-security                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seo-content                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seo-geo                        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seo-local                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seo-schema                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seo-sitemap                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    seo-technical                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shadcn-blocks-generator        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shadcn-component-generator     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shadcn-theme-builder           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shell-site-generator           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shibazi-illustrator            1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    shibazi-topic-scout            2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    side-hustle-financials         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    side-hustle-playbook           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    silence-protocol               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    simstudio-api                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-collection-manager       1.0.0      -          -                  本地定制（source type=unparseable，无上游比对）
🟣    skill-creator                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-docs-standard            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-evolution-manager        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-manager                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-manager-core             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-vetter                   1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    skills-cli                     1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    slack-gif-creator-slack-gif    1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    smart-illustrator              2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    smart-provider-router          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    social-card-validator          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    social-media-free-data         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    source-driven-development      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    source-verifier                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    spaced-repetition              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    spec-driven-development        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    spec-kit-workflow              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    spoken-english-tutor           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    strategic-compact              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    style-calibration              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    summarize                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    supermemory-memory             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    superset-auth-manager          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    superset-dashboard-creator     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    superset-data-connector        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    supertonic-api                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    supertonic-edge-deploy         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    supertonic-tts                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    swarm-intelligence             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    swarms                         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    swoole-patterns                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    systematic-debugging           2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    task-master                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    taste-3dial                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    industrial-brutalist-ui        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    taste-creative-arsenal         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    image-first-website-design     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    full-output-enforcement        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    high-end-visual-design         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    stitch-design-taste            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tavily-mcp                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tavily-search                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tdd-workflow                   1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    team-builder                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    test-driven-development        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    testing-patterns               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    tg-cli                         1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    theme-factory                  2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    thin-slices-skill              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    thinkphp6-patterns             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tianlong-analyst               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tianlong-report                -          -          -                  本地定制（source type=missing，无上游比对）
🟡    token-optimizer                3.0.0      -          -                  上游 fetch 状态：skipped
🟣    trader-memory-system           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    trendradar-core                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    trigger-dev                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    twitter-operations             1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    typeless-auto-submit           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ui-design-system               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ui-social-mockup-generator     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    unified-search                 2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    universal-api-client           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    universal-converter            1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    user-persona-extractor         2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    using-git-worktrees-git        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    using-superpowers              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    using-tmux-for-interactive-co  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    ux-ui-design-system            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    vadps2-scorer                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    validation-loop                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    04validator-04                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    vcp-canslim-screener           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    verification-before-completio  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    verification-loop              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    vertical-saas-builder          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    vibma-design                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    vimax-video-pipeline           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    vulnerability-scanner-kit      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    warroom-decision               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wayback-machine-skill          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    web-access                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    web-artifacts-builder-webarti  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    web-asset-generator-web        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    web-fetch                      1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    web-scraping-scrapling         1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    webapp-testing-web             1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    webgl-ink-flow-bg              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    website-change-detector        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wechat-skills-unified          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    weekly-report-writer           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    weixin-acp                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wiki-adaptive-router           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wiki-ai-slop-detector          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wiki-compound-interest         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wiki-contradiction-resolver    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wiki-mempalace-bridge          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    wiki-spaced-repetition         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    workproof-generator            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    writing-assistant              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    writing-plans                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    writing                        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-x-publisher              2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    x-publisher-v2                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    x-reader                       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    analyzer                       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    video                          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    xiaohongshu-mcp                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    xlsx-excel                     1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    youtube-clipper-skill          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    youtube-ultimate               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    yt-dlp-subtitle                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    yunshu-backlog-manager         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    yunshu-multi-perspective-anal  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    zero-token-gateway             1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    zhihu-operations               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    zlibrary-to-notebooklm-zlib-n  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    skill-template                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    your-skill-name                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-reach                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    blogger-fingerprint-registry   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    browser-automation             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    gpt-image-2-api-integration    2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟡    gpt-image-2-gallery-explorer   1.0.0      -          -                  上游 fetch 状态：skipped
🟣    gpt-image-2-prompt-library     2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟡    gpt-image-2-style-library      2.0.0      -          -                  上游 fetch 状态：skipped
🟣    gpt-image-2-voxcpm-bridge      1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    lib-bingling-v2                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    multi-platform-publisher       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tmpril6rz4k                    0.1.0      -          -                  本地定制（source type=unparseable，无上游比对）
🟣    voxcpm-multi-speaker           1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    voxcpm-streaming               -          -          -                  本地定制（source type=missing，无上游比对）
🟡    voxcpm-tts-integration         1.0.0      -          -                  上游 fetch 状态：skipped
🟣    voxcpm-voice-distillery        1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    win-c-cleaner                  -          -          -                  本地定制（source type=missing，无上游比对）

==============================================================================================================
  ⚠  缺 source 字段的资产清单 · 2046 个(天龙自研已过滤)
--------------------------------------------------------------------------------------------------------------
~/.agents/skills/  (158 个)
  ├─ api-design
  ├─ article-writing
  ├─ backend-patterns
  ├─ coding-standards
  ├─ content-engine
  ├─ e2e-testing
  ├─ eval-harness
  ├─ frontend-patterns
  └─ ... 还有 150 个
~/.claude/skills/  (13 个)
  ├─ agent-reach
  ├─ blogger-fingerprint-registry
  ├─ browser-automation
  ├─ gpt-image-2-api-integration
  ├─ gpt-image-2-prompt-library
  ├─ gpt-image-2-voxcpm-bridge
  ├─ lib-bingling-v2
  ├─ multi-platform-publisher
  └─ ... 还有 5 个
~/.cursor/skills/  (6 个)
  ├─ article-writing
  ├─ content-engine
  ├─ frontend-slides
  ├─ investor-materials
  ├─ investor-outreach
  ├─ market-research
~/?/skills/  (193 个)
  ├─ blogger-fingerprint-registry
  ├─ gpt-image-2-api-integration
  ├─ gpt-image-2-bridge
  ├─ gpt-image-2-prompt-library
  ├─ gpt-image-2-voxcpm-bridge
  ├─ multi-platform-publisher
  ├─ voxcpm-multi-speaker
  ├─ voxcpm-voice-distillery
  └─ ... 还有 185 个
~/accessibility-compliance/skills/  (2 个)
  ├─ screen-reader-testing
  ├─ wcag-audit-patterns
~/affaan-ecc/skills/  (65 个)
  ├─ agent-harness-construction
  ├─ agentic-engineering
  ├─ ai-first-engineering
  ├─ api-design
  ├─ article-writing
  ├─ autonomous-loops
  ├─ backend-patterns
  ├─ clickhouse-io
  └─ ... 还有 57 个
~/agent-teams/skills/  (6 个)
  ├─ multi-reviewer-patterns
  ├─ parallel-debugging
  ├─ parallel-feature-development
  ├─ task-coordination-strategies
  ├─ team-communication-protocols
  ├─ team-composition-patterns
~/api-scaffolding/skills/  (1 个)
  ├─ fastapi-templates
~/apify-agent-skills/skills/  (12 个)
  ├─ apify-actor-development
  ├─ apify-actorization
  ├─ apify-audience-analysis
  ├─ apify-brand-reputation-monitoring
  ├─ apify-competitor-intelligence
  ├─ apify-content-analytics
  ├─ apify-ecommerce
  ├─ apify-influencer-discovery
  └─ ... 还有 4 个
~/apollo/skills/  (3 个)
  ├─ enrich-lead
  ├─ prospect
  ├─ sequence-load
~/backend-development/skills/  (9 个)
  ├─ api-design-principles
  ├─ architecture-patterns
  ├─ cqrs-implementation
  ├─ event-store-design
  ├─ microservices-patterns
  ├─ projection-patterns
  ├─ saga-orchestration
  ├─ temporal-python-testing
  └─ ... 还有 1 个
~/bio-research/skills/  (6 个)
  ├─ instrument-data-to-allotrope
  ├─ nextflow-development
  ├─ scientific-problem-selection
  ├─ scvi-tools
  ├─ single-cell-rna-qc
  ├─ start
~/blockchain-web3/skills/  (4 个)
  ├─ defi-protocol-templates
  ├─ nft-standards
  ├─ solidity-security
  ├─ web3-testing
~/brand-voice/skills/  (3 个)
  ├─ brand-voice-enforcement
  ├─ discover-brand
  ├─ guideline-generation
~/browser/skills/  (2 个)
  ├─ browser
  ├─ browser
~/business-analytics/skills/  (2 个)
  ├─ data-storytelling
  ├─ kpi-dashboard-design
~/cicd-automation/skills/  (4 个)
  ├─ deployment-pipeline-design
  ├─ github-actions-templates
  ├─ gitlab-ci-patterns
  ├─ secrets-management
~/claude-code-setup/skills/  (1 个)
  ├─ claude-automation-recommender
~/claude-md-management/skills/  (1 个)
  ├─ claude-md-improver
~/claude-opus-4-5-migration/skills/  (3 个)
  ├─ claude-opus-4-5-migration
  ├─ claude-opus-4-5-migration
  ├─ claude-opus-4-5-migration
~/claude-plugin/skills/  (1 个)
  ├─ beads
~/cloud-infrastructure/skills/  (8 个)
  ├─ cost-optimization
  ├─ hybrid-cloud-networking
  ├─ istio-traffic-management
  ├─ linkerd-patterns
  ├─ mtls-configuration
  ├─ multi-cloud-architecture
  ├─ service-mesh-observability
  ├─ terraform-module-library
~/common-room/skills/  (6 个)
  ├─ account-research
  ├─ call-prep
  ├─ compose-outreach
  ├─ contact-research
  ├─ prospect
  ├─ weekly-prep-brief
~/conductor/skills/  (3 个)
  ├─ context-driven-development
  ├─ track-management
  ├─ workflow-patterns
~/cowork-plugin-management/skills/  (2 个)
  ├─ cowork-plugin-customizer
  ├─ create-cowork-plugin
~/customaize-agent/skills/  (1 个)
  ├─ prompt-engineering
~/customer-support/skills/  (5 个)
  ├─ customer-escalation
  ├─ customer-research
  ├─ draft-response
  ├─ kb-article
  ├─ ticket-triage
~/data-engineering/skills/  (4 个)
  ├─ airflow-dag-patterns
  ├─ data-quality-frameworks
  ├─ dbt-transformation-patterns
  ├─ spark-optimization
~/database-design/skills/  (1 个)
